Ws1_avg,Ws1_min,Ws1_max,Wa_avg,Ba_avg,Ot_avg,Month,Date_time
7.1999998,4.5300002,9.96,208.57001,-0.99000001,5.3000002,1,2016-01-05 08:20:00+00:00
6.9400001,3.97,10.66,209.34,-0.99000001,5.3699999,1,2016-01-05 08:30:00+00:00
7.1100001,4.54,10.12,207.2,-0.99000001,5.5,1,2016-01-05 08:40:00+00:00
7.3299999,4.7399998,10.46,204.03999,-0.99000001,5.5100002,1,2016-01-05 08:50:00+00:00
7.4899998,4.4699998,11.8,204.42,-0.99000001,5.6300001,1,2016-01-05 09:00:00+00:00
8.0200005,5.04,11.48,204.86,-0.99000001,5.6500001,1,2016-01-05 09:10:00+00:00
7.6500001,4.1300001,10.44,191.22,-0.99000001,5.5999999,1,2016-01-05 09:20:00+00:00
7.9299998,4.7399998,11.67,201.06,-0.99000001,5.52,1,2016-01-05 09:30:00+00:00
7.02,3.8599999,11.49,198.46001,-0.99000001,5.5,1,2016-01-05 09:40:00+00:00
6.8600001,4.3400002,10.6,197.28,-0.99000001,5.46,1,2016-01-05 09:50:00+00:00
7.550000199999999,4.29,10.88,201.89999,-0.99000001,5.3400002,1,2016-01-05 10:00:00+00:00
6.8600001,3.9000001,10.84,188.13,-0.99000001,5.3200002,1,2016-01-05 10:10:00+00:00
7.25,4.8299999,11.26,196.71001,-0.99000001,5.3099999,1,2016-01-05 10:20:00+00:00
7.96,4.8499999,11.83,196.64,-0.99000001,5.3099999,1,2016-01-05 10:30:00+00:00
7.5999999,4.7600002,11.58,199.92,-0.99000001,5.4299998,1,2016-01-05 10:40:00+00:00
8.0,4.6399999,10.79,200.05,-0.99000001,5.3699999,1,2016-01-05 10:50:00+00:00
9.6000004,4.46,15.58,201.25999,-0.77999997,5.27,1,2016-01-05 11:00:00+00:00
9.5900002,5.6799998,13.74,202.41,-0.94999999,5.1700001,1,2016-01-05 11:10:00+00:00
9.1099997,5.2600002,14.21,203.25,-0.83999997,4.9299998,1,2016-01-05 11:20:00+00:00
8.5500002,4.46,13.21,207.98,-0.98000002,4.77,1,2016-01-05 11:30:00+00:00
9.04,5.0599999,14.49,214.25999,-0.92000002,4.54,1,2016-01-05 11:40:00+00:00
7.800000199999999,4.7600002,11.2,213.94,-0.99000001,4.5999999,1,2016-01-05 11:50:00+00:00
6.8099999,4.3699999,10.14,219.39,-0.99000001,4.8099999,1,2016-01-05 12:00:00+00:00
7.5,4.4899998,12.1,223.32001,-0.99000001,5.0,1,2016-01-05 12:10:00+00:00
8.6000004,4.9299998,12.57,221.57001,-0.97000003,5.2399998,1,2016-01-05 12:20:00+00:00
8.2299995,4.9099998,13.43,219.96001,-0.98000002,5.3899999,1,2016-01-05 12:30:00+00:00
8.2700005,5.0700002,11.96,221.23,-0.99000001,5.5,1,2016-01-05 12:40:00+00:00
8.2700005,4.77,12.52,220.56,-0.99000001,5.5799999,1,2016-01-05 12:50:00+00:00
8.3599997,5.23,11.94,226.14999,-0.99000001,5.5999999,1,2016-01-05 13:00:00+00:00
7.8899999,5.3000002,10.61,222.14999,-0.99000001,5.75,1,2016-01-05 13:10:00+00:00
8.4200001,4.3299999,12.17,221.8,-0.99000001,5.8099999,1,2016-01-05 13:20:00+00:00
7.9200001,5.27,11.41,223.13,-0.99000001,5.8200002,1,2016-01-05 13:30:00+00:00
8.1000004,5.2399998,12.08,221.64999,-0.99000001,5.8800001,1,2016-01-05 13:40:00+00:00
8.3699999,5.0599999,12.59,217.75999,-0.99000001,5.9000001,1,2016-01-05 13:50:00+00:00
8.79,5.54,12.23,215.84,-0.99000001,5.9000001,1,2016-01-05 14:00:00+00:00
7.5300002,3.79,10.85,215.98,-0.99000001,5.9000001,1,2016-01-05 14:10:00+00:00
8.4499998,5.3299999,11.13,212.31,-0.99000001,5.9099998,1,2016-01-05 14:20:00+00:00
8.1000004,5.0900002,12.13,203.86,-0.99000001,6.04,1,2016-01-05 14:30:00+00:00
7.7600002,5.0500002,11.33,209.87,-0.99000001,6.0999999,1,2016-01-05 14:40:00+00:00
6.77,4.5999999,9.4200001,212.77,-0.99000001,6.0999999,1,2016-01-05 14:50:00+00:00
7.4699998,5.0599999,11.09,216.66,-0.99000001,6.1100001,1,2016-01-05 15:00:00+00:00
8.6000004,5.46,12.67,222.66,-0.98000002,6.1300001,1,2016-01-05 15:10:00+00:00
7.96,4.6999998,10.76,219.73,-0.99000001,6.0999999,1,2016-01-05 15:20:00+00:00
7.0700002,4.6700001,9.5699997,214.5,-0.99000001,5.9400001,1,2016-01-05 15:30:00+00:00
7.0700002,4.9000001,9.1999998,201.85001,-0.99000001,5.9000001,1,2016-01-05 15:40:00+00:00
6.7399998,4.5700002,9.1700001,203.87,-0.99000001,5.8800001,1,2016-01-05 15:50:00+00:00
7.0100002,4.4499998,9.3299999,205.16,-0.99000001,5.8099999,1,2016-01-05 16:00:00+00:00
7.1399999,5.0500002,9.96,207.17999,-0.99000001,5.7399998,1,2016-01-05 16:10:00+00:00
7.2600002,4.48,9.9499998,209.03999,-0.99000001,5.5900002,1,2016-01-05 16:20:00+00:00
6.8499999,4.52,9.2399998,207.78,-0.99000001,5.5100002,1,2016-01-05 16:30:00+00:00
6.7199998,4.6500001,9.4399996,211.0,-0.99000001,5.48,1,2016-01-05 16:40:00+00:00
7.6599998,4.6900001,11.21,210.13,-0.99000001,5.3499999,1,2016-01-05 16:50:00+00:00
8.1000004,5.7800002,10.63,209.75999,-0.99000001,5.3200002,1,2016-01-05 17:00:00+00:00
7.9000001,5.8699999,10.32,207.32001,-0.99000001,5.27,1,2016-01-05 17:10:00+00:00
7.8499999,5.3099999,10.51,207.37,-0.99000001,5.1900001,1,2016-01-05 17:20:00+00:00
7.3400002,5.0700002,9.7200003,204.14999,-0.99000001,5.0599999,1,2016-01-05 17:30:00+00:00
7.5,4.4200001,10.11,204.75999,-0.99000001,5.0900002,1,2016-01-05 17:40:00+00:00
7.0700002,5.0700002,9.4799995,203.72,-0.99000001,5.1399999,1,2016-01-05 17:50:00+00:00
7.7399998,5.6900001,9.6599998,192.3,-0.99000001,5.1599998,1,2016-01-05 18:00:00+00:00
6.77,4.7199998,9.5500002,197.84,-0.99000001,5.21,1,2016-01-05 18:10:00+00:00
5.8699999,3.7,8.29,196.48,-0.99000001,5.1999998,1,2016-01-05 18:20:00+00:00
5.9400001,3.7,8.1300001,196.12,-0.99000001,5.21,1,2016-01-05 18:30:00+00:00
5.96,3.79,8.6899996,193.21001,-0.99000001,5.1999998,1,2016-01-05 18:40:00+00:00
6.2199998,4.3899999,10.18,192.48,-0.99000001,5.1999998,1,2016-01-05 18:50:00+00:00
6.9099998,4.8899999,9.3800001,198.92999,-0.99000001,5.1999998,1,2016-01-05 19:00:00+00:00
7.1700001,4.8899999,10.39,205.14999,-0.99000001,5.23,1,2016-01-05 19:10:00+00:00
7.46,4.5999999,10.63,207.28,-0.99000001,5.1999998,1,2016-01-05 19:20:00+00:00
8.1199999,5.71,11.47,207.10001,-0.99000001,5.21,1,2016-01-05 19:30:00+00:00
7.3699999,4.9499998,10.03,205.73,-0.99000001,5.0900002,1,2016-01-05 19:40:00+00:00
7.75,5.0999999,11.12,209.72,-0.99000001,5.0599999,1,2016-01-05 19:50:00+00:00
7.3499999,4.04,9.7399998,209.19,-0.99000001,5.0599999,1,2016-01-05 20:00:00+00:00
7.48,5.0599999,10.78,210.3,-0.99000001,5.1799998,1,2016-01-05 20:10:00+00:00
7.1399999,5.1799998,9.75,209.83,-0.99000001,5.2199998,1,2016-01-05 20:20:00+00:00
6.9499998,4.9000001,9.8500004,208.94,-0.99000001,5.29,1,2016-01-05 20:30:00+00:00
6.2399998,4.3200002,9.0699997,199.47,-0.99000001,5.2800002,1,2016-01-05 20:40:00+00:00
5.6399999,3.73,7.5999999,191.49001,-0.99000001,5.1799998,1,2016-01-05 20:50:00+00:00
5.6799998,4.1199999,7.6399999,190.59,-0.99000001,5.1599998,1,2016-01-05 21:00:00+00:00
5.9299998,4.1100001,8.8599997,190.5,-0.99000001,5.0700002,1,2016-01-05 21:10:00+00:00
6.1599998,4.4299998,9.0100002,191.39999,-0.99000001,5.0,1,2016-01-05 21:20:00+00:00
6.02,3.8900001,8.4899998,195.62,-0.99000001,4.9200001,1,2016-01-05 21:30:00+00:00
6.3299999,3.95,8.8000002,202.19,-0.99000001,4.9000001,1,2016-01-05 21:40:00+00:00
6.9200001,4.4499998,9.5699997,210.57001,-0.99000001,4.9699998,1,2016-01-05 21:50:00+00:00
7.79,4.1799998,13.72,224.75,-0.93000001,4.9000001,1,2016-01-05 22:00:00+00:00
7.1999998,4.79,11.67,221.25,-0.99000001,4.6799998,1,2016-01-05 22:10:00+00:00
6.6500001,4.1799998,10.76,212.53,-0.99000001,4.6999998,1,2016-01-05 22:20:00+00:00
7.1599998,4.0,10.46,208.78,-0.99000001,4.5900002,1,2016-01-05 22:30:00+00:00
6.6700001,3.8099999,10.78,204.42999,-0.99000001,4.5,1,2016-01-05 22:40:00+00:00
8.3299999,4.9499998,13.42,203.59,-0.98000002,4.3800001,1,2016-01-05 22:50:00+00:00
7.71,4.8200002,10.67,202.57001,-0.99000001,4.2800002,1,2016-01-05 23:00:00+00:00
7.5,4.52,10.43,202.89999,-0.99000001,4.3600001,1,2016-01-05 23:10:00+00:00
7.5,4.1599998,11.12,202.95,-0.99000001,4.4000001,1,2016-01-05 23:20:00+00:00
7.3699999,4.8899999,10.37,203.97,-0.99000001,4.46,1,2016-01-05 23:30:00+00:00
7.4000001,4.8400002,10.7,203.33,-0.99000001,4.46,1,2016-01-05 23:40:00+00:00
7.0799999,4.1599998,10.84,204.34,-0.99000001,4.4200001,1,2016-01-05 23:50:00+00:00
6.9200001,3.8299999,10.03,203.56,-0.99000001,4.4000001,1,2016-01-06 00:00:00+00:00
7.04,4.5999999,9.7799997,203.36,-0.99000001,4.4000001,1,2016-01-06 00:10:00+00:00
6.8800001,4.4499998,10.51,198.73,-0.99000001,4.29,1,2016-01-06 00:20:00+00:00
6.5300002,4.1900001,9.4899998,199.94,-0.99000001,4.1900001,1,2016-01-06 00:30:00+00:00
6.4899998,4.2199998,9.5100002,202.60001,-0.99000001,4.1700001,1,2016-01-06 00:40:00+00:00
6.54,4.29,10.45,204.02,-0.99000001,4.1999998,1,2016-01-06 00:50:00+00:00
6.4299998,4.1900001,9.3999996,202.84,-0.99000001,4.21,1,2016-01-06 01:00:00+00:00
6.5999999,4.0500002,9.7299995,198.82001,-0.99000001,4.23,1,2016-01-06 01:10:00+00:00
6.1100001,4.1300001,8.54,199.78999,-0.99000001,4.1999998,1,2016-01-06 01:20:00+00:00
6.3400002,4.48,9.2799997,198.8,-0.99000001,4.1999998,1,2016-01-06 01:30:00+00:00
6.0700002,4.2399998,8.3699999,202.16,-0.99000001,4.1999998,1,2016-01-06 01:40:00+00:00
5.7199998,3.5599999,8.4300003,207.72,-0.99000001,4.1799998,1,2016-01-06 01:50:00+00:00
5.7199998,3.6300001,8.5699997,205.34,-0.99000001,4.04,1,2016-01-06 02:00:00+00:00
5.75,4.3299999,8.3999996,206.41,-0.99000001,3.9200001,1,2016-01-06 02:10:00+00:00
6.04,4.1100001,8.2700005,202.74001,-0.99000001,4.0,1,2016-01-06 02:20:00+00:00
5.9699998,4.0500002,8.7600002,206.33,-0.99000001,4.0500002,1,2016-01-06 02:30:00+00:00
6.0,3.99,8.6000004,206.64,-0.99000001,3.9400001,1,2016-01-06 02:40:00+00:00
6.02,4.04,8.7600002,209.0,-0.99000001,3.76,1,2016-01-06 02:50:00+00:00
5.1700001,3.0699999,7.48,202.98,-0.99000001,3.75,1,2016-01-06 03:00:00+00:00
5.7399998,3.9200001,8.46,210.42,-0.99000001,3.7,1,2016-01-06 03:10:00+00:00
6.0799999,4.25,9.21,225.3,-0.99000001,3.5999999,1,2016-01-06 03:20:00+00:00
5.2600002,3.6099999,8.6700001,214.28,-0.99000001,3.8,1,2016-01-06 03:30:00+00:00
5.8000002,4.0,8.2299995,212.11,-0.99000001,3.9000001,1,2016-01-06 03:40:00+00:00
5.9899998,3.9400001,9.5299997,214.63,-0.99000001,3.98,1,2016-01-06 03:50:00+00:00
5.9200001,3.24,8.7299995,223.19,-0.99000001,4.0,1,2016-01-06 04:00:00+00:00
6.1399999,3.8199999,9.1099997,221.00999,-0.99000001,3.8299999,1,2016-01-06 04:10:00+00:00
6.0599999,3.78,8.2399998,212.67,-0.99000001,3.8399999,1,2016-01-06 04:20:00+00:00
5.8299999,3.8699999,8.8199997,198.32001,-0.99000001,3.8099999,1,2016-01-06 04:30:00+00:00
5.6399999,3.8699999,7.8600001,198.28999,-0.99000001,3.8,1,2016-01-06 04:40:00+00:00
5.98,3.74,8.4799995,200.39999,-0.99000001,3.8099999,1,2016-01-06 04:50:00+00:00
6.1799998,4.1700001,7.8400002,203.17999,-0.99000001,3.8900001,1,2016-01-06 05:00:00+00:00
6.5999999,4.71,8.8599997,216.75,-0.99000001,4.0,1,2016-01-06 05:10:00+00:00
6.4099998,4.6199999,9.0100002,207.84,-0.99000001,4.0999999,1,2016-01-06 05:20:00+00:00
6.3899999,4.5100002,8.9700003,211.56,-0.99000001,4.1100001,1,2016-01-06 05:30:00+00:00
5.8699999,4.5599999,7.75,216.35001,-0.99000001,4.0999999,1,2016-01-06 05:40:00+00:00
5.8000002,3.95,8.21,212.00999,-0.99000001,4.0999999,1,2016-01-06 05:50:00+00:00
5.5999999,3.8099999,8.0,212.5,-0.99000001,4.1300001,1,2016-01-06 06:00:00+00:00
5.46,3.8099999,7.9299998,219.11,-0.99000001,4.1999998,1,2016-01-06 06:10:00+00:00
5.5799999,3.4200001,7.6300001,224.81,-0.99000001,4.3499999,1,2016-01-06 06:20:00+00:00
5.9299998,4.0599999,8.0699997,227.41,-0.99000001,4.4299998,1,2016-01-06 06:30:00+00:00
5.8099999,3.6900001,8.0200005,228.49001,-0.99000001,4.5300002,1,2016-01-06 06:40:00+00:00
5.5,3.5699999,7.54,226.16,-0.99000001,4.6900001,1,2016-01-06 06:50:00+00:00
5.3200002,3.73,7.9299998,222.77,-0.99000001,4.75,1,2016-01-06 07:00:00+00:00
5.9699998,3.6600001,8.2600002,221.44,-0.99000001,4.7800002,1,2016-01-06 07:10:00+00:00
6.4099998,3.6600001,9.5500002,229.84,-0.99000001,4.8600001,1,2016-01-06 07:20:00+00:00
6.1500001,4.3099999,8.3400002,223.64,-0.99000001,4.7399998,1,2016-01-06 07:30:00+00:00
5.5900002,3.9200001,8.7600002,217.69,-0.99000001,4.6700001,1,2016-01-06 07:40:00+00:00
5.0999999,3.5599999,7.5900002,217.5,-0.99000001,4.6199999,1,2016-01-06 07:50:00+00:00
5.2399998,3.8,7.0,215.55,-0.99000001,4.6900001,1,2016-01-06 08:00:00+00:00
5.79,3.8900001,8.0299997,215.11,-0.99000001,4.73,1,2016-01-06 08:10:00+00:00
5.3800001,3.75,7.6599998,215.86,-0.99000001,4.9099998,1,2016-01-06 08:20:00+00:00
5.3200002,3.5699999,7.6900001,211.37,-0.99000001,4.98,1,2016-01-06 08:30:00+00:00
6.02,4.1799998,8.71,213.75,-0.99000001,5.0300002,1,2016-01-06 08:40:00+00:00
6.71,3.8299999,9.1800003,202.48,-0.99000001,5.1399999,1,2016-01-06 08:50:00+00:00
5.6500001,3.6900001,8.7700005,212.58,-0.99000001,5.2600002,1,2016-01-06 09:00:00+00:00
5.5799999,3.99,8.1899996,210.81,-0.99000001,5.3499999,1,2016-01-06 09:10:00+00:00
6.1599998,3.6400001,9.5,213.78,-0.99000001,5.46,1,2016-01-06 09:20:00+00:00
6.75,3.52,10.56,216.84,-0.99000001,5.48,1,2016-01-06 09:30:00+00:00
5.9400001,3.8800001,8.4799995,218.72,-0.99000001,5.52,1,2016-01-06 09:40:00+00:00
5.9000001,4.0100002,9.2799997,209.62,-0.99000001,5.5100002,1,2016-01-06 09:50:00+00:00
5.25,3.3,8.6700001,216.88,-0.98000002,5.5700002,1,2016-01-06 10:00:00+00:00
6.0799999,3.95,9.46,215.73,-0.99000001,5.6199999,1,2016-01-06 10:10:00+00:00
5.9299998,4.0100002,8.1199999,219.60001,-0.99000001,5.7399998,1,2016-01-06 10:20:00+00:00
5.8200002,3.5699999,9.0299997,215.39,-0.99000001,5.6599998,1,2016-01-06 10:30:00+00:00
5.4400001,3.8900001,8.8100004,213.33,-0.99000001,5.8499999,1,2016-01-06 10:40:00+00:00
6.1300001,3.6500001,9.3100004,214.56,-0.99000001,6.1100001,1,2016-01-06 10:50:00+00:00
5.54,3.3,8.1800003,216.05,-0.95999998,6.1300001,1,2016-01-06 11:00:00+00:00
6.2800002,3.4300001,9.0799999,203.24001,-0.99000001,6.2399998,1,2016-01-06 11:10:00+00:00
6.6300001,4.0,9.8199997,204.08,-0.99000001,6.23,1,2016-01-06 11:20:00+00:00
7.3200002,4.1199999,10.89,199.75999,-0.99000001,6.1500001,1,2016-01-06 11:30:00+00:00
5.9400001,3.8499999,9.1899996,209.53999,-0.99000001,6.1199999,1,2016-01-06 11:40:00+00:00
4.8299999,3.21,6.6599998,211.23,-0.92000002,6.1399999,1,2016-01-06 11:50:00+00:00
4.3699999,2.6400001,6.3699999,209.74001,-0.64999998,6.0999999,1,2016-01-06 12:00:00+00:00
4.3200002,3.03,6.1399999,232.98,-0.79000002,5.5999999,1,2016-01-06 12:30:00+00:00
3.0999999,0.0,4.5,242.33,0.31,5.75,1,2016-01-06 12:40:00+00:00
3.5699999,0.0,5.1700001,234.75999,-0.07,5.7199998,1,2016-01-06 12:50:00+00:00
4.1999998,3.0599999,5.8600001,221.53,-0.56999999,5.6199999,1,2016-01-06 13:00:00+00:00
3.6700001,0.0,5.52,222.55,-0.2,5.75,1,2016-01-06 13:10:00+00:00
3.5599999,0.0,5.1700001,223.94,-0.0099999998,5.8299999,1,2016-01-06 13:20:00+00:00
4.1799998,3.03,5.52,218.78,-0.62,5.8000002,1,2016-01-06 13:30:00+00:00
4.1799998,2.53,6.0500002,218.99001,-0.54000002,5.8000002,1,2016-01-06 13:40:00+00:00
4.5799999,3.0699999,6.4299998,221.61,-0.87,5.7399998,1,2016-01-06 13:50:00+00:00
4.9699998,3.6800001,6.6900001,215.73,-0.99000001,5.54,1,2016-01-06 14:00:00+00:00
2.98,0.0,5.1300001,221.46001,0.23,5.54,1,2016-01-06 14:10:00+00:00
4.3000002,3.3399999,5.4899998,229.78999,-0.91000003,5.21,1,2016-01-06 14:40:00+00:00
4.6599998,3.0999999,6.6500001,223.94,-0.98000002,5.1900001,1,2016-01-06 14:50:00+00:00
4.8499999,3.4000001,6.4499998,220.98,-0.99000001,5.0599999,1,2016-01-06 15:00:00+00:00
4.27,3.0699999,5.6999998,227.02,-0.88,5.1900001,1,2016-01-06 15:10:00+00:00
4.7199998,3.28,6.27,220.37,-0.89999998,5.0900002,1,2016-01-06 15:20:00+00:00
5.1399999,3.21,7.2600002,219.59,-0.97000003,4.9899998,1,2016-01-06 15:30:00+00:00
5.1900001,3.6800001,6.7800002,224.3,-0.99000001,4.8600001,1,2016-01-06 15:40:00+00:00
4.54,3.4300001,6.2800002,229.88,-0.94,4.8000002,1,2016-01-06 15:50:00+00:00
4.4299998,3.0,5.8400002,228.96001,-0.95999998,4.7800002,1,2016-01-06 16:00:00+00:00
4.8200002,3.5599999,6.6500001,223.42,-0.99000001,4.6399999,1,2016-01-06 16:10:00+00:00
4.9400001,3.4000001,6.6199999,220.02,-0.99000001,4.4899998,1,2016-01-06 16:20:00+00:00
4.9099998,3.8099999,6.7199998,212.77,-0.91000003,4.4099998,1,2016-01-06 16:30:00+00:00
5.1399999,3.46,7.02,216.8,-0.98000002,4.4000001,1,2016-01-06 16:40:00+00:00
5.5300002,3.8199999,7.71,221.05,-0.99000001,4.4000001,1,2016-01-06 16:50:00+00:00
5.5999999,4.02,7.1700001,222.92,-0.99000001,4.4499998,1,2016-01-06 17:00:00+00:00
5.3299999,3.9200001,6.8499999,224.53,-0.99000001,4.5100002,1,2016-01-06 17:10:00+00:00
5.8000002,4.0799999,7.3299999,221.38,-0.99000001,4.5999999,1,2016-01-06 17:20:00+00:00
5.7800002,3.8399999,7.27,221.39,-0.99000001,4.6999998,1,2016-01-06 17:30:00+00:00
5.4400001,3.76,7.2199998,218.58,-0.99000001,4.7199998,1,2016-01-06 17:40:00+00:00
5.7600002,4.04,7.7800002,217.19,-0.99000001,4.8000002,1,2016-01-06 17:50:00+00:00
6.2199998,4.3600001,8.75,222.58,-0.99000001,4.9400001,1,2016-01-06 18:00:00+00:00
5.9200001,3.6199999,7.9899998,226.36,-0.99000001,4.9200001,1,2016-01-06 18:10:00+00:00
5.3000002,3.5,7.5599999,226.88,-0.99000001,5.0,1,2016-01-06 18:20:00+00:00
5.1799998,3.5599999,6.9299998,225.13,-0.99000001,5.0,1,2016-01-06 18:30:00+00:00
